Page Name,Block
1 Chronicles 6,"63. Unto the sons of Merari were given by lot, throughout their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities."
1 Chronicles 6,64. And the children of Israel gave to the Levites these cities with their suburbs.
1 Chronicles 6,"65. And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities, which are called by their names."
1 Chronicles 6,66. And the residue of the families of the sons of Kohath had cities of their coasts out of the tribe of Ephraim.
1 Chronicles 6,"67. And they gave unto them, of the cities of refuge, Shechem in mount Ephraim with her suburbs; they gave also Gezer with her suburbs,"
1 Chronicles 6,"68. And Jokmeam with her suburbs, and Bethhoron with her suburbs,"
1 Chronicles 6,"69. And Aijalon with her suburbs, and Gathrimmon with her suburbs:"
1 Chronicles 6,"70. And out of the half tribe of Manasseh; Aner with her suburbs, and Bileam with her suburbs, for the family of the remnant of the sons of Kohath."
1 Chronicles 6,"71. Unto the sons of Gershom were given out of the family of the half tribe of Manasseh, Golan in Bashan with her suburbs, and Ashtaroth with her suburbs:"
1 Chronicles 6,"72. And out of the tribe of Issachar; Kedesh with her suburbs, Daberath with her suburbs,"
1 Chronicles 6,"73. And Ramoth with her suburbs, and Anem with her suburbs:"
1 Chronicles 6,"74. And out of the tribe of Asher; Mashal with her suburbs, and Abdon with her suburbs,"
1 Chronicles 6,"75. And Hukok with her suburbs, and Rehob with her suburbs:"
1 Chronicles 6,"76. And out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kirjathaim with her suburbs."
1 Chronicles 6,"77. Unto the rest of the children of Merari were given out of the tribe of Zebulun, Rimmon with her suburbs, Tabor with her suburbs:"
1 Chronicles 6,"78. And on the other side Jordan by Jericho, on the east side of Jordan, were given them out of the tribe of Reuben, Bezer in the wilderness with her suburbs, and Jahzah with her suburbs,"
1 Chronicles 6,"79. Kedemoth also with her suburbs, and Mephaath with her suburbs:"
1 Chronicles 6,"80. And out of the tribe of Gad; Ramoth in Gilead with her suburbs, and Mahanaim with her suburbs,"
1 Chronicles 6,"81. And Heshbon with her suburbs, and Jazer with her suburbs."
1 Chronicles 7,"1. Now the sons of Issachar were, Tola, and Puah, Jashub, and Shimrom, four."
1 Chronicles 7,"2. And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Jibsam, and Shemuel, heads of their father's house, to wit, of Tola: they were valiant men of might in their generations; whose number was in the days of David two and twenty thousand and six hundred."
1 Chronicles 7,"3. And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Ishiah, five: all of them chief men."
1 Chronicles 7,"4. And with them, by their generations, after the house of their fathers, were bands of soldiers for war, six and thirty thousand men: for they had many wives and sons."
1 Chronicles 7,"5. And their brethren among all the families of Issachar were valiant men of might, reckoned in all by their genealogies fourscore and seven thousand."
1 Chronicles 7,"6. The sons of Benjamin; Bela, and Becher, and Jediael, three."
1 Chronicles 7,"7. And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of the house of their fathers, mighty men of valor; and were reckoned by their genealogies twenty and two thousand and thirty and four."
1 Chronicles 7,"8. And the sons of Becher; Zemira, and Joash, and Eliezer, and Elioenai, and Omri, and Jerimoth, and Abiah, and Anathoth, and Alameth. All these are the sons of Becher."
1 Chronicles 7,"9. And the number of them, after their genealogy by their generations, heads of the house of their fathers, mighty men of valor, was twenty thousand and two hundred."
1 Chronicles 7,"10. The sons also of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tharshish, and Ahishahar."
1 Chronicles 7,"11. All these the sons of Jediael, by the heads of their fathers, mighty men of valor, were seventeen thousand and two hundred soldiers, fit to go out for war and battle."
1 Chronicles 7,"12. Shuppim also, and Huppim, the children of Ir, and Hushim, the sons of Aher."
1 Chronicles 7,"13. The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah."
1 Chronicles 7,"14. The sons of Manasseh; Ashriel, whom she bare: (but his concubine the Aramitess bare Machir the father of Gilead:"
1 Chronicles 7,"15. And Machir took to wife the sister of Huppim and Shuppim, whose sister's name was Maachah;) and the name of the second was Zelophehad: and Zelophehad had daughters."
1 Chronicles 7,"16. And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem."
1 Chronicles 7,"17. And the sons of Ulam; Bedan. These were the sons of Gilead, the son of Machir, the son of Manasseh."
1 Chronicles 7,"18. And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah."
1 Chronicles 7,"19. And the sons of Shemidah were, Ahian, and Shechem, and Likhi, and Aniam."
1 Chronicles 7,"20. And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,"
1 Chronicles 7,"21. And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in that land slew, because they came down to take away their cattle."
1 Chronicles 7,"22. And Ephraim their father mourned many days, and his brethren came to comfort him."
1 Chronicles 7,"23. And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house."
1 Chronicles 7,"24. (And his daughter was Sherah, who built Bethhoron the nether, and the upper, and Uzzensherah.)"
1 Chronicles 7,"25. And Rephah was his son, also Resheph, and Telah his son, and Tahan his son."
1 Chronicles 7,"26. Laadan his son, Ammihud his son, Elishama his son."
1 Chronicles 7,"27. Non his son, Jehoshuah his son."
1 Chronicles 7,"28. And their possessions and habitations were, Bethel and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:"
1 Chronicles 7,"29. And by the borders of the children of Manasseh, Bethshean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel."
1 Chronicles 7,"30. The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister."
1 Chronicles 7,"31. And the sons of Beriah; Heber, and Malchiel, who is the father of Birzavith."
1 Chronicles 7,"32. And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister."
1 Chronicles 7,"33. And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet."
1 Chronicles 7,"34. And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram."
1 Chronicles 7,"35. And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal."
1 Chronicles 7,"36. The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,"
1 Chronicles 7,"37. Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera."
1 Chronicles 7,"38. And the sons of Jether; Jephunneh, and Pispah, and Ara."
1 Chronicles 7,"39. And the sons of Ulla; Arah, and Haniel, and Rezia."
1 Chronicles 7,"40. All these were the children of Asher, heads of their father's house, choice and mighty men of valor, chief of the princes. And the number throughout the genealogy of them that were apt to the war and to battle was twenty and six thousand men."
1 Chronicles 8,"1. Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,"
1 Chronicles 8,"2. Nohah the fourth, and Rapha the fifth."
1 Chronicles 8,"3. And the sons of Bela were, Addar, and Gera, and Abihud,"
1 Chronicles 8,"4. And Abishua, and Naaman, and Ahoah,"
1 Chronicles 8,"5. And Gera, and Shephuphan, and Huram."
1 Chronicles 8,"6. And these are the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:"
1 Chronicles 8,"7. And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud."
1 Chronicles 8,"8. And Shaharaim begat children in the country of Moab, after he had sent them away; Hushim and Baara were his wives."
1 Chronicles 8,"9. And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,"
1 Chronicles 8,"10. And Jeuz, and Shachia, and Mirma. These were his sons, heads of the fathers."
1 Chronicles 8,"11. And of Hushim he begat Abitub, and Elpaal."
1 Chronicles 8,"12. The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:"
1 Chronicles 8,"13. Beriah also, and Shema, who were heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:"
1 Chronicles 8,"14. And Ahio, Shashak, and Jeremoth,"
1 Chronicles 8,"15. And Zebadiah, and Arad, and Ader,"
1 Chronicles 8,"16. And Michael, and Ispah, and Joha, the sons of Beriah;"
1 Chronicles 8,"17. And Zebadiah, and Meshullam, and Hezeki, and Heber,"
1 Chronicles 8,"18. Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;"
1 Chronicles 8,"19. And Jakim, and Zichri, and Zabdi,"
1 Chronicles 8,"20. And Elienai, and Zilthai, and Eliel,"
1 Chronicles 8,"21. And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;"
1 Chronicles 8,"22. And Ishpan, and Heber, and Eliel,"
1 Chronicles 8,"23. And Abdon, and Zichri, and Hanan,"
1 Chronicles 8,"24. And Hananiah, and Elam, and Antothijah,"
1 Chronicles 8,"25. And Iphedeiah, and Penuel, the sons of Shashak;"
1 Chronicles 8,"26. And Shamsherai, and Shehariah, and Athaliah,"
1 Chronicles 8,"27. And Jaresiah, and Eliah, and Zichri, the sons of Jeroham."
1 Chronicles 8,"28. These were heads of the fathers, by their generations, chief men. These dwelt in Jerusalem."
1 Chronicles 8,29. And at Gibeon dwelt the father of Gibeon; whose wife's name was Maachah:
1 Chronicles 8,"30. And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,"
1 Chronicles 8,"31. And Gedor, and Ahio, and Zacher."
1 Chronicles 8,"32. And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them."
1 Chronicles 8,"33. And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchishua, and Abinadab, and Eshbaal."
1 Chronicles 8,34. And the son of Jonathan was Meribbaal; and Meribbaal begat Micah.
1 Chronicles 8,"35. And the sons of Micah were, Pithon, and Melech, and Tarea, and Ahaz."
1 Chronicles 8,"36. And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,"
1 Chronicles 8,"37. And Moza begat Binea: Rapha was his son, Eleasah his son, Azel his son:"
1 Chronicles 8,"38. And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel."
1 Chronicles 8,"39. And the sons of Eshek his brother were, Ulam his firstborn, Jehush the second, and Eliphelet the third."
1 Chronicles 8,"40. And the sons of Ulam were mighty men of valor, archers, and had many sons, and sons' sons, an hundred and fifty. All these are of the sons of Benjamin."
1 Chronicles 9,"1. So all Israel were reckoned by genealogies; and, behold, they were written in the book of the kings of Israel and Judah, who were carried away to Babylon for their transgression."
1 Chronicles 9,"2. Now the first inhabitants that dwelt in their possessions in their cities were, the Israelites, the priests, Levites, and the Nethinims."
1 Chronicles 9,"3. And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;"
1 Chronicles 9,"4. Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah."
1 Chronicles 9,"5. And of the Shilonites; Asaiah the firstborn, and his sons."
1 Chronicles 9,"6. And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety."
1 Chronicles 9,"7. And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,"
1 Chronicles 9,"8. And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;"
1 Chronicles 9,"9. And their brethren, according to their generations, nine hundred and fifty and six. All these men were chief of the fathers in the house of their fathers."
1 Chronicles 9,"10. And of the priests; Jedaiah, and Jehoiarib, and Jachin,"
1 Chronicles 9,"11. And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;"
1 Chronicles 9,"12. And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;"
1 Chronicles 9,"13. And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God."
1 Chronicles 9,"14. And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;"
1 Chronicles 9,"15. And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;"
1 Chronicles 9,"16. And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites."
1 Chronicles 9,"17. And the porters were, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum was the chief;"
1 Chronicles 9,18. Who hitherto waited in the king's gate eastward: they were porters in the companies of the children of Levi.
1 Chronicles 9,"19. And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, were over the work of the service, keepers of the gates of the tabernacle: and their fathers, being over the host of the LORD, were keepers of the entry."
1 Chronicles 9,"20. And Phinehas the son of Eleazar was the ruler over them in time past, and the LORD was with him."
1 Chronicles 9,21. And Zechariah the son of Meshelemiah was porter of the door of the tabernacle of the congregation.
1 Chronicles 9,"22. All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office."
1 Chronicles 9,"23. So they and their children had the oversight of the gates of the house of the LORD, namely, the house of the tabernacle, by wards."
1 Chronicles 9,"24. In four quarters were the porters, toward the east, west, north, and south."
1 Chronicles 9,"25. And their brethren, which were in their villages, were to come after seven days from time to time with them."
